Mon Nov  9 12:14:47 2020
Joystick Mode (120s)
{'Time': 9649, 'Left_wheel_dist': -4, 'Right_wheel_dist': 0, 'IMU_roll': 0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.89, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.81, 'Loop_dt': 24, 'Acc_Accu': 1141}
{'Time': 108343, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 108446, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 108550, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 108653, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 108744, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 108848, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 108951, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.82, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 109054, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 109146, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 109249, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 109352, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 109455, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4031, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 109547, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 109650, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 109753, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 109856, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 109948, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 110051, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 110154, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 110246, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 110349, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 110452, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 110556, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 110646, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 110749, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 110853, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 110956, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 111048, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 111152, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 111255, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 111347, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.82, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 111451, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 111554, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 111657, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 111749, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.82, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 111852, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 111955, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112058, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 112149, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 112252, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112355, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112458, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112549, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.82, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 112652, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112755, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 112859, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 112950, 'Left_wheel_dist': -4049, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 113053, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 113157, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.82, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 113260, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 113352, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 113456, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.82, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 113559, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 113650, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 113754, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 113857, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.62, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 113960, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 114052, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 114155, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 114258, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 114361, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 114451, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 114554, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 114657, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 114760, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 114851, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 114955, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 115058, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 115162, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 115253, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 115356, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.64, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 115460, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.64, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 115552, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.64, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 115655, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.64, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 115759, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 115862, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 115953, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 116057, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 116160, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 116263, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 116355, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.63, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 116457, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.64, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 116560, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.64, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 116663, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.64, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 116753, 'Left_wheel_dist': -4046, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.64, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
