Mon Nov  9 11:56:06 2020
Joystick Mode (120s)
{'Time': 9643, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 5.16, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.80, 'Loop_dt': 25, 'Acc_Accu': 1137}
{'Time': 105306, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 105408, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 105510, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 105612, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 105714, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 105805, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 105908, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 106010, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 106114, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 106206, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 106308, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 106412, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 106513, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 106616, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 106707, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 106809, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 106911, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 107014, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 107116, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 107207, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 107310, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 107411, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 107513, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 107617, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2278, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 107707, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 107809, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 107912, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 108014, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 108116, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 108208, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 108310, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.49, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 108412, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 108514, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 108616, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 108707, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 108810, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 108912, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 109015, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 109116, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 109218, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 109309, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 109411, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 109513, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 109616, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 109719, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 109810, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 109914, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 110016, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 110118, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 110210, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 110311, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 110413, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 110516, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 110618, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 110721, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 110812, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 110914, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 111016, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 111118, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 111220, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 111311, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 111414, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 111516, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 111619, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2278, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 111720, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 111811, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 111913, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112016, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 112118, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112221, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.77, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 112311, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 112413, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112516, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 112617, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112719, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 112822, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 112912, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 113014, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.76, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 113118, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.77, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 113221, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 113325, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.76, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 113416, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 113518, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 113620, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 113722, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.76, 'Loop_dt': 21, 'Acc_Accu': 7}
